""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"30"	"ikzf4"	54.9998995370999	0.960531663339783	0.15804377764358	6.07061314459525	1.27422803882331e-09	5.55073631566696e-08	"XM_060064642.1"	"Q8C208"	7.84e-147	"Zinc finger protein Eos (Ikaros family zinc finger protein 4)"	"Mus musculus (Mouse)"	"negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homooligomerization [GO:0051260]; regulation of transcription by RNA polymerase II [GO:0006357]"	"GO:0000978; GO:0003700; GO:0005654; GO:0006357; GO:0008270; GO:0016604; GO:0019904; GO:0032991; GO:0043425; GO:0043565; GO:0045892; GO:0045944; GO:0051260"	"transcript variant X1, mRNA"
"31"	"pa2g4b"	13317.9068457819	-0.996582562650858	0.212933448411384	-4.68128930107781	2.85076298762893e-06	4.12294794601648e-05	"XM_060064788.1"	"P50580"	0	"Proliferation-associated protein 2G4 (IRES-specific cellular trans-acting factor 45 kDa) (ITAF45) (Mpp1) (Proliferation-associated protein 1) (Protein p38-2G4)"	"Mus musculus (Mouse)"	"negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of cell differentiation [GO:0045597]; regulation of translation [GO:0006417]; rRNA processing [GO:0006364]"	"GO:0003676; GO:0003714; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0031625; GO:0043066; GO:0045597; GO:0045892; GO:1990904"	"mRNA"
"32"	"mfsd5"	105.604660409975	0.720787899556125	0.143107697578299	5.03415483951298	4.79961616853951e-07	9.34540028736028e-06	"XM_060064882.1"	"Q1KKV8"	0	"Molybdate-anion transporter (Major facilitator superfamily domain-containing protein 5) (Molybdate transporter 2 homolog)"	"Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)"	""	"GO:0005886; GO:0015098"	"mRNA"
"33"	"rarga"	13.3154541362046	-0.717949798156706	0.243714642558	-2.94255762754195	0.00325513195166899	0.0128103483697532	"XM_060065073.1"	"Q91392"	0	"Retinoic acid receptor gamma-A (RAR-gamma-A) (zRAR gamma) (Nuclear receptor subfamily 1 group B member 3-A) (RAR-gamma-2)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell differentiation [GO:0030154]; hormone-mediated signaling pathway [GO:0009755]; liver development [GO:0001889]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pharyngeal system development [GO:0060037]; positive regulation of transcription by RNA polymerase II [GO:0045944]; retinoic acid receptor signaling pathway [GO:0048384]"	"GO:0000122; GO:0000978; GO:0001889; GO:0003677; GO:0004879; GO:0005634; GO:0008270; GO:0009755; GO:0030154; GO:0045944; GO:0048384; GO:0060037"	"mRNA"
"34"	"LOC132467634"	25.538935052121	-0.925480125789642	0.213376872666346	-4.33338735536883	1.4683242571951e-05	0.000159906243805346	NA	NA	NA	NA	NA	NA	NA	NA
"35"	"LOC132453605"	74.848016680022	-0.76854575661715	0.17855193979515	-4.30536073585955	1.6671384326681e-05	0.000179137111883581	"XM_060046887.1"	"D3YXG0"	9.8e-49	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"Mus musculus (Mouse)"	"actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]"	"GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527"	"mRNA"
"36"	"LOC132473952"	86.0798457829324	0.717931953691714	0.146198522062836	4.91008004809279	9.10392224764123e-07	1.60854441077081e-05	NA	NA	NA	NA	NA	NA	NA	NA
"37"	"racgap1"	21.8512390926345	-1.5976940355683	0.245864644963224	-6.48253978382193	9.0191291218693e-11	5.21240984230422e-09	"XM_060046564.1"	"Q9H0H5"	0	"Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4)"	"Homo sapiens (Human)"	"actomyosin contractile ring assembly [GO:0000915]; erythrocyte differentiation [GO:0030218]; mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; neuroblast proliferation [GO:0007405]; positive regulation of cytokinesis [GO:0032467]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of embryonic development [GO:0045995]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; spermatogenesis [GO:0007283]; sulfate transport [GO:0008272]"	"GO:0000281; GO:0000915; GO:0001669; GO:0005096; GO:0005547; GO:0005634; GO:0005654; GO:0005819; GO:0005829; GO:0005874; GO:0007266; GO:0007283; GO:0007405; GO:0008017; GO:0008272; GO:0019901; GO:0030218; GO:0030496; GO:0031234; GO:0032154; GO:0032467; GO:0043014; GO:0043015; GO:0045995; GO:0046872; GO:0048487; GO:0051056; GO:0051233; GO:0051256; GO:0051988; GO:0070062; GO:0072686; GO:0090543; GO:0097149"	"mRNA"
"38"	"cd63"	3631.81413716337	-0.995952223881489	0.246472032743179	-4.04426205242635	5.24881854327741e-05	0.000461650489425076	"XM_060048536.1"	"P28648"	2.68e-46	"CD63 antigen (Mast cell antigen AD1) (CD antigen CD63)"	"Rattus norvegicus (Rat)"	"cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; epithelial cell differentiation [GO:0030855]; negative regulation of epithelial cell migration [GO:0010633]; pigment cell differentiation [GO:0050931]; pigment granule maturation [GO:0048757]; pigmentation [GO:0043473]; positive regulation of cell adhesion [GO:0045785]; positive regulation of endocytosis [GO:0045807]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein localization [GO:0008104]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]"	"GO:0002092; GO:0005615; GO:0005737; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0007160; GO:0008104; GO:0009986; GO:0010008; GO:0010633; GO:0015031; GO:0016020; GO:0016477; GO:0030855; GO:0031902; GO:0031904; GO:0032585; GO:0032991; GO:0035646; GO:0042470; GO:0043473; GO:0044877; GO:0045785; GO:0045807; GO:0048757; GO:0050931; GO:0070062; GO:0097487; GO:1900746; GO:1901379; GO:2001046"	"mRNA"
"39"	"slc52a3"	151.463266665589	0.822266717435893	0.204970470932244	4.01081108722863	6.05105136063734e-05	0.000517550418852626	"XM_060050618.1"	"B0S5Y3"	0	"Solute carrier family 52, riboflavin transporter, member 3-A (Riboflavin transporter 2-A) (RFT2-A)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"riboflavin transport [GO:0032218]"	"GO:0005886; GO:0032217; GO:0032218"	"transcript variant X1, mRNA"
"40"	"LOC132457594"	878.668715675958	-0.651903631184448	0.148597458370353	-4.3871505984692	1.14845274270737e-05	0.000130050394111734	"XM_060051884.1"	"Q640R7"	6.05e-107	"Ras-related protein Rap-1b (EC 3.6.5.2)"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"Rap protein signal transduction [GO:0032486]"	"GO:0003925; GO:0005525; GO:0005829; GO:0005886; GO:0032486; GO:0070161"	"mRNA"
"41"	"dnmt3ba"	44.5031738643998	0.659106009747408	0.151479733967326	4.34757478265642	1.37651143715306e-05	0.000152076731967572	"XM_060052759.1"	"O88509"	0	"DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase MmuIIIB) (DNA MTase MmuIIIB) (M.MmuIIIB)"	"Mus musculus (Mouse)"	"C-5 methylation of cytosine [GO:0090116]; cellular response to amino acid stimulus [GO:0071230]; DNA methylation [GO:0006306]; DNA methylation involved in embryo development [GO:0043045]; DNA methylation-dependent heterochromatin formation [GO:0006346]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron differentiation [GO:0045666]; protein-containing complex localization [GO:0031503]; regulation of gene expression by genomic imprinting [GO:0006349]"	"GO:0000122; GO:0000775; GO:0000792; GO:0003677; GO:0003682; GO:0003714; GO:0003886; GO:0005634; GO:0005654; GO:0005737; GO:0006306; GO:0006346; GO:0006349; GO:0008168; GO:0010628; GO:0031503; GO:0042826; GO:0043045; GO:0045666; GO:0045814; GO:0045892; GO:0046872; GO:0051718; GO:0051719; GO:0071230; GO:0090116; GO:1902494"	"transcript variant X1, mRNA"
"42"	"LOC132459447"	39.0456550533386	0.930689376065383	0.180205442431637	5.15552780572949	2.52917505982163e-07	5.44335510649445e-06	"XM_060054031.1"	"Q9NWZ5"	0	"Uridine-cytidine kinase-like 1 (EC 2.7.1.48)"	"Homo sapiens (Human)"	"CTP salvage [GO:0044211]; phosphorylation [GO:0016310]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]"	"GO:0004849; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0016310; GO:0043097; GO:0044206; GO:0044211"	"transcript variant X1, mRNA"
"43"	"LOC132460294"	10.7511801188849	-1.31508801381593	0.24268093826854	-5.39098520293407	7.00724451741561e-08	1.84477475443976e-06	"XM_060055330.1"	"O15079"	3.35e-50	"Syntaphilin"	"Homo sapiens (Human)"	"neuron differentiation [GO:0030182]; neurotransmitter secretion [GO:0007269]; synaptic vesicle docking [GO:0016081]"	"GO:0005737; GO:0005739; GO:0005881; GO:0007269; GO:0016020; GO:0016081; GO:0017075; GO:0030182; GO:0043005; GO:0098793"	"transcript variant X1, mRNA"
"44"	"mfsd2al2"	39.7057882598722	-0.796283958238889	0.21311286125801	-3.73616113548047	0.000186850958687142	0.00128885402126281	"XM_060055182.1"	"Q6DEJ6"	3.67e-129	"Sodium-dependent lysophosphatidylcholine symporter 1-B (NLS1-B) (Sodium-dependent LPC symporter 1-B) (Major facilitator superfamily domain-containing protein 2A-B)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"carbohydrate transport [GO:0008643]; establishment of blood-brain barrier [GO:0060856]; fatty acid transport [GO:0015908]; lipid transport across blood-brain barrier [GO:1990379]; lysophospholipid transport [GO:0051977]; organic substance transport [GO:0071702]; transcytosis [GO:0045056]"	"GO:0005789; GO:0005886; GO:0008643; GO:0015293; GO:0015908; GO:0045056; GO:0051977; GO:0051978; GO:0060856; GO:0071702; GO:1990379"	"mRNA"
"45"	"tnfrsf9a"	430.241875534817	-0.775967375640557	0.241418941023077	-3.21545877393205	0.0013023619991618	0.00619006001305407	NA	NA	NA	NA	NA	NA	NA	NA
"46"	"ccdc187"	649.323167862298	-0.879610616633938	0.195746357627908	-4.49395120732228	6.99136541051091e-06	8.61654601910546e-05	NA	NA	NA	NA	NA	NA	NA	NA
"47"	"LOC132465245"	271.616315905849	-0.709121410486128	0.201157030924627	-3.52583390552559	0.000422151636761084	0.00249439170788443	"XM_060062072.1"	"Q8CFN2"	8.46e-133	"Cell division control protein 42 homolog (EC 3.6.5.2)"	"Rattus norvegicus (Rat)"	"actin cytoskeleton organization [GO:0030036]; actin filament branching [GO:0090135]; actin filament organization [GO:0007015]; adherens junction organization [GO:0034332]; cardiac conduction system development [GO:0003161]; cardiac neural crest cell migration involved in outflow tract morphogenesis [GO:0003253]; Cdc42 protein signal transduction [GO:0032488]; cell junction assembly [GO:0034329]; cellular response to type II interferon [GO:0071346]; dendritic cell migration [GO:0036336]; dendritic spine morphogenesis [GO:0060997]; embryonic heart tube development [GO:0035050]; endocytosis [GO:0006897]; endothelin receptor signaling pathway involved in heart process [GO:0086101]; establishment of cell polarity [GO:0030010]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of Golgi localization [GO:0051683]; establishment of localization in cell [GO:0051649]; establishment or maintenance of apical/basal cell polarity [GO:0035088]; establishment or maintenance of cell polarity [GO:0007163]; filopodium assembly [GO:0046847]; Golgi organization [GO:0007030]; heart contraction [GO:0060047]; integrin-mediated signaling pathway [GO:0007229]; modification of synaptic structure [GO:0099563]; negative regulation of protein-containing complex assembly [GO:0031333]; neuron fate determination [GO:0048664]; neuropilin signaling pathway [GO:0038189]; nuclear migration [GO:0007097]; nucleus localization [GO:0051647]; organelle transport along microtubule [GO:0072384]; phagocytosis, engulfment [GO:0006911]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cytokinesis [GO:0032467]; positive regulation of DNA replication [GO:0045740]; positive regulation of epithelial cell proliferation involved in lung morphogenesis [GO:0060501]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of intracellular protein transport [GO:0090316]; positive regulation of JNK cascade [GO:0046330]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of pinocytosis [GO:0048549]; positive regulation of pseudopodium assembly [GO:0031274]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; positive regulation of synapse structural plasticity [GO:0051835]; protein localization [GO:0008104]; protein phosphorylation [GO:0006468]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of exocytosis [GO:0017157]; regulation of filopodium assembly [GO:0051489]; regulation of lamellipodium assembly [GO:0010591]; regulation of mitotic nuclear division [GO:0007088]; regulation of modification of postsynaptic structure [GO:0099159]; regulation of postsynapse organization [GO:0099175]; regulation of protein binding [GO:0043393]; regulation of stress fiber assembly [GO:0051492]; response to glucose [GO:0009749]; sprouting angiogenesis [GO:0002040]; submandibular salivary gland formation [GO:0060661]; viral RNA genome replication [GO:0039694]"	"GO:0000139; GO:0000322; GO:0002040; GO:0003161; GO:0003253; GO:0003924; GO:0003925; GO:0005525; GO:0005737; GO:0005815; GO:0005829; GO:0005886; GO:0005911; GO:0006468; GO:0006897; GO:0006911; GO:0007015; GO:0007030; GO:0007088; GO:0007097; GO:0007163; GO:0007229; GO:0008104; GO:0009749; GO:0010591; GO:0010592; GO:0016020; GO:0017119; GO:0017157; GO:0019901; GO:0030010; GO:0030036; GO:0030141; GO:0030175; GO:0030307; GO:0030335; GO:0030496; GO:0030742; GO:0031252; GO:0031256; GO:0031258; GO:0031274; GO:0031333; GO:0031435; GO:0031996; GO:0032427; GO:0032467; GO:0032488; GO:0032991; GO:0034191; GO:0034329; GO:0034332; GO:0035050; GO:0035088; GO:0036336; GO:0036464; GO:0038189; GO:0039694; GO:0042802; GO:0042995; GO:0043005; GO:0043025; GO:0043085; GO:0043197; GO:0043393; GO:0043410; GO:0043525; GO:0043552; GO:0045177; GO:0045198; GO:0045335; GO:0045740; GO:0046330; GO:0046847; GO:0048549; GO:0048664; GO:0051233; GO:0051489; GO:0051491; GO:0051492; GO:0051496; GO:0051647; GO:0051649; GO:0051683; GO:0051835; GO:0051988; GO:0060047; GO:0060501; GO:0060661; GO:0060997; GO:0061630; GO:0071346; GO:0071944; GO:0072384; GO:0072686; GO:0086101; GO:0090135; GO:0090316; GO:0098685; GO:0098978; GO:0099159; GO:0099175; GO:0099563; GO:1900026; GO:2000251"	"transcript variant X1, mRNA"
"48"	"lemd1"	18.1958400431535	0.722254932992352	0.23560621887128	3.05727567339439	0.00223358754656682	0.00951554212936809	NA	NA	NA	NA	NA	NA	NA	NA
"49"	"pm20d1.2"	151.798906140035	-0.902016893913494	0.211169096458449	-4.27259013988344	1.93215406664538e-05	0.000202366981160707	"XM_060062461.1"	"Q08BB2"	0	"N-fatty-acyl-amino acid synthase/hydrolase PM20D1.2 (EC 3.5.1.114) (EC 3.5.1.14) (Peptidase M20 domain-containing protein 1.2)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"adaptive thermogenesis [GO:1990845]; amide biosynthetic process [GO:0043604]; amide catabolic process [GO:0043605]; amino acid metabolic process [GO:0006520]; cellular lipid metabolic process [GO:0044255]; energy homeostasis [GO:0097009]; fatty acid metabolic process [GO:0006631]; nitrogen compound metabolic process [GO:0006807]; proteolysis [GO:0006508]; regulation of oxidative phosphorylation uncoupler activity [GO:2000275]; respiratory electron transport chain [GO:0022904]"	"GO:0004046; GO:0004181; GO:0005615; GO:0006508; GO:0006520; GO:0006631; GO:0006807; GO:0016811; GO:0016829; GO:0022904; GO:0043604; GO:0043605; GO:0044255; GO:0046872; GO:0097009; GO:1990845; GO:2000275"	"mRNA"
"50"	"LOC132465765"	7388.78912029838	-0.664568858664656	0.123895925425128	-5.36394118575859	8.14254264778244e-08	2.07584751579494e-06	"XM_060062592.1"	"Q6RY07"	6.57e-166	"Acidic mammalian chitinase (AMCase) (EC 3.2.1.14)"	"Rattus norvegicus (Rat)"	"apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532]"	"GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005576; GO:0005615; GO:0005737; GO:0006032; GO:0006915; GO:0008061; GO:0019900; GO:0032722"	"mRNA"
"51"	"LOC132467997"	20.1680732647704	1.39170164242476	0.218421525519206	6.32712816445517	2.49765899514694e-10	1.31749241394915e-08	NA	NA	NA	NA	NA	NA	NA	NA
"52"	"LOC132470949"	156.707094728718	-0.682158586188626	0.134292842122554	-5.07905675581048	3.79313391210516e-07	7.68480454315606e-06	"XM_060069945.1"	"O14974"	1.02e-22	"Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)"	"Homo sapiens (Human)"	"cellular response to xenobiotic stimulus [GO:0071466]; centrosome cycle [GO:0007098]; mitotic cell cycle [GO:0000278]; negative regulation of catalytic activity [GO:0043086]; positive regulation of myosin-light-chain-phosphatase activity [GO:0035508]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein dephosphorylation [GO:0006470]; regulation of cell adhesion [GO:0030155]; regulation of myosin-light-chain-phosphatase activity [GO:0035507]; regulation of nucleocytoplasmic transport [GO:0046822]; signal transduction [GO:0007165]"	"GO:0000278; GO:0000776; GO:0004857; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005925; GO:0006470; GO:0007098; GO:0007165; GO:0015629; GO:0019208; GO:0019901; GO:0030018; GO:0030155; GO:0031672; GO:0035507; GO:0035508; GO:0043086; GO:0043292; GO:0045944; GO:0046822; GO:0071466; GO:0071889; GO:0072357"	"transcript variant X1, mRNA"
