ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q91819	aurora kinase A S homeolog(aurka.S)	Xenopus laevis			GO:0000212~meiotic spindle organization,GO:0000226~microtubule cytoskeleton organization,GO:0000278~mitotic cell cycle,GO:0007049~cell cycle,GO:0007052~mitotic spindle organization,GO:0007098~centrosome cycle,GO:0007100~mitotic centrosome separation,GO:0016310~phosphorylation,GO:0018105~peptidyl-serine phosphorylation,GO:0046777~protein autophosphorylation,GO:0051301~cell division,GO:0051321~meiotic cell cycle,GO:0090307~mitotic spindle assembly,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0005876~spindle microtubule,	GO:0000166~nucleotide binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0019894~kinesin binding,	IPR000719:Prot_kinase_dom,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR030611:AURKA,IPR030616:Aur-like,	xla04114:Oocyte meiosis,xla04914:Progesterone-mediated oocyte maturation,			SM00220:S_TKc,	KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0493~Microtubule,KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,COMPBIAS:Polar residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:Protein kinase,REGION:Activation segment,REGION:Disordered,
Q6NW76	aurora kinase B(aurkb)	Danio rerio			GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000226~microtubule cytoskeleton organization,GO:0000281~mitotic cytokinesis,GO:0002903~negative regulation of B cell apoptotic process,GO:0006468~protein phosphorylation,GO:0007052~mitotic spindle organization,GO:0007059~chromosome segregation,GO:0009838~abscission,GO:0016310~phosphorylation,GO:0032465~regulation of cytokinesis,GO:0032466~negative regulation of cytokinesis,GO:0032467~positive regulation of cytokinesis,GO:0034501~protein localization to kinetochore,GO:0034644~cellular response to UV,GO:0036089~cleavage furrow formation,GO:0043687~post-translational protein modification,GO:0044878~mitotic cytokinesis checkpoint,GO:0051256~mitotic spindle midzone assembly,	GO:0000775~chromosome, centromeric region,GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005876~spindle microtubule,GO:0030496~midbody,GO:0031616~spindle pole centrosome,GO:0032133~chromosome passenger complex,GO:0051233~spindle midzone,	GO:0000166~nucleotide binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,	IPR000719:Prot_kinase_dom,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR030616:Aur-like,	dre03083:Polycomb repressive complex,dre04110:Cell cycle,			SM00220:S_TKc,	KW-0159~Chromosome partition,	KW-0137~Centromere,KW-0158~Chromosome,KW-0206~Cytoskeleton,KW-0539~Nucleus,KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0217~Developmental protein,KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,KW-9996~Developmental protein,		ACT_SITE:Proton acceptor,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:Protein kinase,REGION:Disordered,
Q3T0W7	autophagy related 12(ATG12)	Bos taurus			GO:0000045~autophagosome assembly,GO:0000422~mitophagy,GO:0006501~C-terminal protein lipidation,GO:0044804~nucleophagy,GO:0045087~innate immune response,	GO:0005737~cytoplasm,GO:0034045~pre-autophagosomal structure membrane,GO:0034274~Atg12-Atg5-Atg16 complex,		IPR007242:Atg12,IPR029071:Ubiquitin-like_domsf,	bta04068:FoxO signaling pathway,bta04136:Autophagy - other,bta04140:Autophagy - animal,bta04621:NOD-like receptor signaling pathway,bta04622:RIG-I-like receptor signaling pathway,				KW-0072~Autophagy,KW-0391~Immunity,KW-0399~Innate immunity,KW-0833~Ubl conjugation pathway,	KW-0472~Membrane,KW-0963~Cytoplasm,						KW-0007~Acetylation,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl lysine isopeptide (Gly-Lys) (interchain with K-? in acceptor protein),REGION:Disordered,
Q5RE28	autophagy related 13(ATG13)	Pongo abelii			GO:0000045~autophagosome assembly,GO:0000423~macromitophagy,GO:0008285~negative regulation of cell proliferation,GO:0010508~positive regulation of autophagy,GO:0034497~protein localization to pre-autophagosomal structure,GO:0034727~piecemeal microautophagy of nucleus,GO:0098780~response to mitochondrial depolarisation,GO:1903059~regulation of protein lipidation,	GO:0000407~pre-autophagosomal structure,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0034045~pre-autophagosomal structure membrane,GO:1990316~ATG1/ULK1 kinase complex,	GO:0019901~protein kinase binding,GO:0043539~protein serine/threonine kinase activator activity,	IPR018731:Atg13_N,IPR036570:HORMA_dom_sf,IPR040182:ATG13,	pon04136:Autophagy - other,pon04140:Autophagy - animal,pon04211:Longevity regulating pathway,pon05010:Alzheimer disease,pon05014:Amyotrophic lateral sclerosis,pon05016:Huntington disease,pon05017:Spinocerebellar ataxia,pon05022:Pathways of neurodegeneration - multiple diseases,				KW-0072~Autophagy,	KW-0963~Cytoplasm,						KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Polar residues,DOMAIN:Autophagy-related protein 13 N-terminal,MOTIF:LIR,REGION:Disordered,
Q8CDJ3	autophagy related 14(Atg14)	Mus musculus			GO:0000045~autophagosome assembly,GO:0000423~macromitophagy,GO:0001932~regulation of protein phosphorylation,GO:0001933~negative regulation of protein phosphorylation,GO:0001934~positive regulation of protein phosphorylation,GO:0006622~protein targeting to lysosome,GO:0006914~autophagy,GO:0008333~endosome to lysosome transport,GO:0009267~cellular response to starvation,GO:0010608~posttranscriptional regulation of gene expression,GO:0016236~macroautophagy,GO:0016240~autophagosome docking,GO:0016241~regulation of macroautophagy,GO:0036092~phosphatidylinositol-3-phosphate biosynthetic process,GO:0042149~cellular response to glucose starvation,GO:0043491~protein kinase B signaling,GO:0045022~early endosome to late endosome transport,GO:0090207~regulation of triglyceride metabolic process,GO:0097352~autophagosome maturation,GO:0098780~response to mitochondrial depolarisation,	GO:0000407~pre-autophagosomal structure,GO:0000421~autophagosome membrane,GO:0005737~cytoplasm,GO:0005776~autophagosome,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0005930~axoneme,GO:0016020~membrane,GO:0031410~cytoplasmic vesicle,GO:0034045~pre-autophagosomal structure membrane,GO:0035032~phosphatidylinositol 3-kinase complex, class III,GO:0044233~ER-mitochondrion membrane contact site,GO:0045335~phagocytic vesicle,GO:0097629~extrinsic component of omegasome membrane,GO:0097632~extrinsic component of pre-autophagosomal structure membrane,	GO:0005515~protein binding,GO:0043495~protein anchor,GO:0051020~GTPase binding,	IPR018791:UV_resistance/autophagy_Atg14,	mmu04140:Autophagy - animal,mmu05010:Alzheimer disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05167:Kaposi sarcoma-associated herpesvirus infection,				KW-0072~Autophagy,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0963~Cytoplasm,KW-0968~Cytoplasmic vesicle,			KW-0175~Coiled coil,			KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	REGION:BATS,REGION:Disordered,
Q28ER3	baculoviral IAP repeat containing 5 like(birc5l)	Xenopus tropicalis			GO:0001944~vasculature development,GO:0006468~protein phosphorylation,GO:0007049~cell cycle,GO:0007059~chromosome segregation,GO:0031398~positive regulation of protein ubiquitination,GO:0043066~negative regulation of apoptotic process,GO:0045892~negative regulation of transcription, DNA-templated,GO:0051301~cell division,GO:0051726~regulation of cell cycle,	GO:0000775~chromosome, centromeric region,GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005819~spindle,GO:0005856~cytoskeleton,GO:0030496~midbody,GO:0032133~chromosome passenger complex,	GO:0043027~cysteine-type endopeptidase inhibitor activity involved in apoptotic process,GO:0046872~metal ion binding,GO:0046965~retinoid X receptor binding,GO:0061630~ubiquitin protein ligase activity,	IPR001370:BIR_rpt,	xtr04210:Apoptosis,			SM00238:BIR,	KW-0131~Cell cycle,KW-0132~Cell division,KW-0159~Chromosome partition,KW-0498~Mitosis,	KW-0137~Centromere,KW-0158~Chromosome,KW-0206~Cytoskeleton,KW-0539~Nucleus,KW-0963~Cytoplasm,				KW-0479~Metal-binding,KW-0862~Zinc,		KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	REPEAT:BIR,
O35780	basic helix-loop-helix family, member e40(Bhlhe40)	Rattus norvegicus			GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0007399~nervous system development,GO:0007623~circadian rhythm,GO:0009416~response to light stimulus,GO:0009952~anterior/posterior pattern specification,GO:0032922~circadian regulation of gene expression,GO:0042752~regulation of circadian rhythm,GO:0043153~entrainment of circadian clock by photoperiod,GO:0045892~negative regulation of transcription, DNA-templated,GO:0048168~regulation of neuronal synaptic plasticity,GO:0050767~regulation of neurogenesis,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0016604~nuclear body,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0019904~protein domain specific binding,GO:0042803~protein homodimerization activity,GO:0043425~bHLH transcription factor binding,GO:0043426~MRF binding,GO:0046982~protein heterodimerization activity,GO:0046983~protein dimerization activity,GO:0061629~RNA polymerase II sequence-specific DNA binding transcription factor binding,GO:0070888~E-box binding,GO:1990837~sequence-specific double-stranded DNA binding,	IPR003650:Orange_dom,IPR011598:bHLH_dom,IPR036638:HLH_DNA-bd_sf,	rno04710:Circadian rhythm,			SM00353:HLH,SM00511:ORANGE,	KW-0090~Biological rhythms,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0238~DNA-binding,KW-0678~Repressor,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1, SUMO2 and SUMO3),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1, SUMO2 and SUMO3); alternate,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate,DOMAIN:BHLH,DOMAIN:Orange,DOMAIN:bHLH,REGION:Disordered,REGION:Essential for interaction with BMAL1, E-box binding and repressor activity against the CLOCK-BMAL1 heterodimer,REGION:Necessary for interaction with RXRA and repressor activity against RXRA,
Q64152	basic transcription factor 3(Btf3)	Mus musculus			GO:0001701~in utero embryonic development,GO:0015031~protein transport,GO:1905551~negative regulation of protein localization to endoplasmic reticulum,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005854~nascent polypeptide-associated complex,GO:0042788~polysomal ribosome,		IPR002715:Nas_poly-pep-assoc_cplx_dom,IPR038187:NAC_A/B_dom_sf,IPR039370:BTF3,				SM01407:NAC,	KW-0653~Protein transport,KW-0804~Transcription,KW-0805~Transcription regulation,KW-0813~Transport,	KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0143~Chaperone,	KW-0488~Methylation,KW-0597~Phosphoprotein,	DOMAIN:NAC-A/B,REGION:Disordered,
O43825	beta-1,3-galactosyltransferase 2(B3GALT2)	Homo sapiens		h_aMANpathway:Steps in the Glycosylation of Mammalian N-linked Oligosaccarides,	GO:0006486~protein glycosylation,GO:0006493~protein O-linked glycosylation,GO:0006682~galactosylceramide biosynthetic process,GO:0009312~oligosaccharide biosynthetic process,	GO:0000139~Golgi membrane,GO:0016020~membrane,	GO:0008499~UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity,GO:0047275~glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity,	IPR002659:Glyco_trans_31,IPR045821:B3GT2_N,	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,				KW-0443~Lipid metabolism,	KW-0333~Golgi apparatus,KW-0472~Membrane,			KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0464~Manganese,	KW-0328~Glycosyltransferase,KW-0808~Transferase,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical; Signal-anchor for type II membrane protein,
P58158	beta-1,3-glucuronyltransferase 3(B3gat3)	Mus musculus			GO:0005975~carbohydrate metabolic process,GO:0006024~glycosaminoglycan biosynthetic process,GO:0006486~protein glycosylation,GO:0015012~heparan sulfate proteoglycan biosynthetic process,GO:0043085~positive regulation of catalytic activity,GO:0050650~chondroitin sulfate proteoglycan biosynthetic process,GO:0050651~dermatan sulfate proteoglycan biosynthetic process,GO:0090316~positive regulation of intracellular protein transport,	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0005801~cis-Golgi network,GO:0016020~membrane,	GO:0015018~galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity,GO:0015020~glucuronosyltransferase activity,GO:0016740~transferase activity,GO:0046872~metal ion binding,GO:0072542~protein phosphatase activator activity,	IPR005027:Glyco_trans_43,IPR029044:Nucleotide-diphossugar_trans,	mmu00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,mmu00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,mmu01100:Metabolic pathways,					KW-0333~Golgi apparatus,KW-0472~Membrane,			KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0464~Manganese,KW-0479~Metal-binding,	KW-0808~Transferase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton donor/acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,DISULFID:Interchain,REGION:Disordered,REGION:Interaction with galactose moiety of substrate glycoprotein,SITE:Interaction with galactose moiety of substrate glycoprotein,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical; Signal-anchor for type II membrane protein,
O60513	beta-1,4-galactosyltransferase 4(B4GALT4)	Homo sapiens			GO:0001572~lactosylceramide biosynthetic process,GO:0005975~carbohydrate metabolic process,GO:0006486~protein glycosylation,GO:0006643~membrane lipid metabolic process,GO:0018146~keratan sulfate biosynthetic process,GO:0070085~glycosylation,	GO:0000139~Golgi membrane,GO:0005576~extracellular region,GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0032580~Golgi cisterna membrane,	GO:0003945~N-acetyllactosamine synthase activity,GO:0005515~protein binding,GO:0008378~galactosyltransferase activity,GO:0016757~transferase activity, transferring glycosyl groups,GO:0035250~UDP-galactosyltransferase activity,GO:0046872~metal ion binding,	IPR003859:Galactosyl_T,IPR027791:Galactosyl_T_C,IPR027995:Galactosyl_T_N,IPR029044:Nucleotide-diphossugar_trans,	hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,				KW-0443~Lipid metabolism,	KW-0333~Golgi apparatus,KW-0472~Membrane,KW-0964~Secreted,			KW-0732~Signal,KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0464~Manganese,KW-0479~Metal-binding,	KW-0328~Glycosyltransferase,KW-0808~Transferase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Galactosyltransferase C-terminal,DOMAIN:Galactosyltransferase N-terminal,MUTAGEN:T->A: Has no impact on N-glycosylation.,MUTAGEN:T->A: Has no impact on localization to the Golgi apparatus. Decreases N-glycosylation. Impairs the catalytic activity. Impairs keratan sulfate biosynthesis; when associated with A-337.,MUTAGEN:T->A: Impairs localization to the Golgi apparatus. Abolishes N-glycosylation. Impairs the interaction with SLC35A/UGT1. Impairs the catalytic activity. Impairs keratan sulfate biosynthesis; when associated with A-222.,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical; Signal-anchor for type II membrane protein,
P56819	beta-secretase 1(Bace1)	Rattus norvegicus			GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0010288~response to lead ion,GO:0016485~protein processing,GO:0034205~beta-amyloid formation,GO:0042987~amyloid precursor protein catabolic process,GO:0043525~positive regulation of neuron apoptotic process,GO:0050435~beta-amyloid metabolic process,GO:0050804~modulation of synaptic transmission,GO:0050966~detection of mechanical stimulus involved in sensory perception of pain,GO:0060134~prepulse inhibition,GO:0071280~cellular response to copper ion,GO:0071287~cellular response to manganese ion,GO:1904646~cellular response to beta-amyloid,	GO:0005764~lysosome,GO:0005768~endosome,GO:0005769~early endosome,GO:0005770~late endosome,GO:0005771~multivesicular body,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005886~plasma membrane,GO:0008021~synaptic vesicle,GO:0009986~cell surface,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0030659~cytoplasmic vesicle membrane,GO:0031410~cytoplasmic vesicle,GO:0043025~neuronal cell body,GO:0045121~membrane raft,GO:0055037~recycling endosome,GO:0098686~hippocampal mossy fiber to CA3 synapse,GO:0098793~presynapse,	GO:0001540~beta-amyloid binding,GO:0004175~endopeptidase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0008233~peptidase activity,GO:0019899~enzyme binding,	IPR001461:Aspartic_peptidase_A1,IPR001969:Aspartic_peptidase_AS,IPR009119:BACE,IPR009120:BACE1,IPR021109:Peptidase_aspartic_dom_sf,IPR033121:PEPTIDASE_A1,IPR033874:Memapsin-like,	rno05010:Alzheimer disease,					KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0458~Lysosome,KW-0472~Membrane,KW-0966~Cell projection,KW-0967~Endosome,KW-0968~Cytoplasmic vesicle,KW-1003~Cell membrane,			KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0064~Aspartyl protease,KW-0378~Hydrolase,KW-0645~Protease,	KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-0865~Zymogen,KW-1015~Disulfide bond,KW-1017~Isopeptide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),DOMAIN:Peptidase A1,LIPID:S-palmitoyl cysteine,MOTIF:DXXLL,REGION:Interaction with RTN3,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q32LQ4	betaine-homocysteine methyltransferase(bhmt)	Danio rerio			GO:0003323~type B pancreatic cell development,GO:0006579~amino-acid betaine catabolic process,GO:0009086~methionine biosynthetic process,GO:0032259~methylation,GO:0055123~digestive system development,GO:0071267~L-methionine salvage,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0008168~methyltransferase activity,GO:0008270~zinc ion binding,GO:0016740~transferase activity,GO:0046872~metal ion binding,GO:0047150~betaine-homocysteine S-methyltransferase activity,	IPR003726:HCY_dom,IPR017226:Betaine-hCys_S-MeTrfase_BHMT,IPR036589:HCY_dom_sf,	dre00260:Glycine, serine and threonine metabolism,dre00270:Cysteine and methionine metabolism,dre01100:Metabolic pathways,		PIRSF037505:Betaine_HMT,			KW-0963~Cytoplasm,				KW-0479~Metal-binding,KW-0862~Zinc,	KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:Hcy-binding,
