ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q61824	ADAM metallopeptidase domain 12(Adam12)	Mus musculus		m_cardiacEGFPathway:Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy,	GO:0006508~proteolysis,GO:0007155~cell adhesion,GO:0045766~positive regulation of angiogenesis,	GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004222~metalloendopeptidase activity,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0016787~hydrolase activity,GO:0017124~SH3 domain binding,GO:0046872~metal ion binding,	IPR000742:EGF-like_dom,IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR018358:Disintegrin_CS,IPR024079:MetalloPept_cat_dom_sf,IPR034027:Reprolysin_adamalysin,IPR036436:Disintegrin_dom_sf,				SM00050:DISIN,SM00608:ACR,	KW-0130~Cell adhesion,	KW-0472~Membrane,			KW-0245~EGF-like domain,KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Disintegrin,DOMAIN:EGF-like,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,MOTIF:Cysteine switch,MOTIF:SH3-binding; class I,MOTIF:SH3-binding; class II,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
P78536	ADAM metallopeptidase domain 17(ADAM17)	Homo sapiens		h_erbb4Pathway:g-Secretase mediated ErbB4 Signaling Pathway ,h_notchPathway:Proteolysis and Signaling Pathway of Notch ,h_ps1Pathway:Presenilin action in Notch and Wnt signaling,	GO:0001666~response to hypoxia,GO:0002446~neutrophil mediated immunity,GO:0002467~germinal center formation,GO:0002690~positive regulation of leukocyte chemotaxis,GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0007155~cell adhesion,GO:0007219~Notch signaling pathway,GO:0007220~Notch receptor processing,GO:0008284~positive regulation of cell proliferation,GO:0009410~response to xenobiotic stimulus,GO:0010820~positive regulation of T cell chemotaxis,GO:0016485~protein processing,GO:0030183~B cell differentiation,GO:0030307~positive regulation of cell growth,GO:0030335~positive regulation of cell migration,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0032496~response to lipopolysaccharide,GO:0032502~developmental process,GO:0032722~positive regulation of chemokine production,GO:0033025~regulation of mast cell apoptotic process,GO:0033077~T cell differentiation in thymus,GO:0033627~cell adhesion mediated by integrin,GO:0035313~wound healing, spreading of epidermal cells,GO:0042987~amyloid precursor protein catabolic process,GO:0043536~positive regulation of blood vessel endothelial cell migration,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,GO:0045742~positive regulation of epidermal growth factor receptor signaling pathway,GO:0048536~spleen development,GO:0048870~cell motility,GO:0050830~defense response to Gram-positive bacterium,GO:0050896~response to stimulus,GO:0051128~regulation of cellular component organization,GO:0071403~cellular response to high density lipoprotein particle stimulus,GO:0071679~commissural neuron axon guidance,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,GO:1903265~positive regulation of tumor necrosis factor-mediated signaling pathway,GO:1905564~positive regulation of vascular endothelial cell proliferation,	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005788~endoplasmic reticulum lumen,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005925~focal adhesion,GO:0009986~cell surface,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0032587~ruffle membrane,GO:0045121~membrane raft,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0005112~Notch binding,GO:0005138~interleukin-6 receptor binding,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0017124~SH3 domain binding,GO:0030165~PDZ domain binding,GO:0043120~tumor necrosis factor binding,GO:0046872~metal ion binding,GO:1902945~metalloendopeptidase activity involved in amyloid precursor protein catabolic process,	IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR024079:MetalloPept_cat_dom_sf,IPR032029:ADAM17_MPD,IPR034025:ADAM10_ADAM17,IPR036436:Disintegrin_dom_sf,	hsa04148:Efferocytosis,hsa04330:Notch signaling pathway,hsa05010:Alzheimer disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05171:Coronavirus disease - COVID-19,	614328~Inflammatory skin and bowel disease, neonatal, 1,		SM00050:DISIN,	KW-0914~Notch signaling pathway,	KW-0472~Membrane,			KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,MOTIF:Cysteine switch,MOTIF:SH3-binding,REGION:Crambin-like,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q9H013	ADAM metallopeptidase domain 19(ADAM19)	Homo sapiens			GO:0001890~placenta development,GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0010628~positive regulation of gene expression,GO:0016485~protein processing,GO:0042987~amyloid precursor protein catabolic process,GO:2000049~positive regulation of cell-cell adhesion mediated by cadherin,	GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004222~metalloendopeptidase activity,GO:0005515~protein binding,GO:0017124~SH3 domain binding,GO:0046872~metal ion binding,GO:1902945~metalloendopeptidase activity involved in amyloid precursor protein catabolic process,	IPR000742:EGF-like_dom,IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR018358:Disintegrin_CS,IPR024079:MetalloPept_cat_dom_sf,IPR034027:Reprolysin_adamalysin,IPR036436:Disintegrin_dom_sf,				SM00050:DISIN,SM00608:ACR,		KW-0472~Membrane,			KW-0245~EGF-like domain,KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:EGF-like,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,MOTIF:Cysteine switch,MOTIF:SH3-binding,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
P59384	ADAM metallopeptidase with thrombospondin type 1 motif 15(Adamts15)	Mus musculus			GO:0006508~proteolysis,GO:0007520~myoblast fusion,GO:0022617~extracellular matrix disassembly,GO:0030198~extracellular matrix organization,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0009986~cell surface,GO:0031012~extracellular matrix,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0008201~heparin binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,GO:0050840~extracellular matrix binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR010294:ADAMTS_spacer1,IPR013273:ADAMTS/ADAMTS-like,IPR013277:Pept_M12B_ADAM-TS8,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,SM00608:ACR,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,MOTIF:Cysteine switch,MUTAGEN:N->Q: Reduced glycosylation.,MUTAGEN:R->A: Reduced propeptide cleavage.,REGION:Disordered,REGION:Spacer,SITE:Cleavage; by furin,
Q8TE57	ADAM metallopeptidase with thrombospondin type 1 motif 16(ADAMTS16)	Homo sapiens			GO:0001658~branching involved in ureteric bud morphogenesis,GO:0003073~regulation of systemic arterial blood pressure,GO:0006508~proteolysis,GO:0030198~extracellular matrix organization,GO:0048232~male gamete generation,GO:1902017~regulation of cilium assembly,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0046872~metal ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,DOMAIN:TSP type-1 5,DOMAIN:TSP type-1 6,MOTIF:Cysteine switch,REGION:Disordered,REGION:Spacer,
O15072	ADAM metallopeptidase with thrombospondin type 1 motif 3(ADAMTS3)	Homo sapiens			GO:0001701~in utero embryonic development,GO:0006508~proteolysis,GO:0007229~integrin-mediated signaling pathway,GO:0010573~vascular endothelial growth factor production,GO:0016485~protein processing,GO:0030198~extracellular matrix organization,GO:0030199~collagen fibril organization,GO:0030574~collagen catabolic process,GO:0032964~collagen biosynthetic process,GO:0097435~supramolecular fiber organization,GO:1900748~positive regulation of vascular endothelial growth factor signaling pathway,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0005515~protein binding,GO:0008201~heparin binding,GO:0008270~zinc ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,		618154~Hennekam lymphangiectasia-lymphedema syndrome 3,		SM00209:TSP1,		KW-0272~Extracellular matrix,KW-0964~Secreted,		KW-0225~Disease variant,	KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0358~Heparin-binding,KW-0378~Hydrolase,KW-0401~Integrin,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,REGION:Disordered,REGION:Spacer,
Q9UP79	ADAM metallopeptidase with thrombospondin type 1 motif 8(ADAMTS8)	Homo sapiens			GO:0006508~proteolysis,GO:0008285~negative regulation of cell proliferation,GO:0030198~extracellular matrix organization,GO:0035435~phosphate ion transmembrane transport,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0005178~integrin binding,GO:0008201~heparin binding,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0009673~low-affinity phosphate transmembrane transporter activity,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR010294:ADAMTS_spacer1,IPR013273:ADAMTS/ADAMTS-like,IPR013277:Pept_M12B_ADAM-TS8,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,SM00608:ACR,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0358~Heparin-binding,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,REGION:Disordered,REGION:Spacer,
Q9P2N4	ADAM metallopeptidase with thrombospondin type 1 motif 9(ADAMTS9)	Homo sapiens			GO:0003179~heart valve morphogenesis,GO:0003229~ventricular cardiac muscle tissue development,GO:0006508~proteolysis,GO:0009617~response to bacterium,GO:0010596~negative regulation of endothelial cell migration,GO:0015031~protein transport,GO:0016192~vesicle-mediated transport,GO:0030198~extracellular matrix organization,GO:0030318~melanocyte differentiation,GO:0035909~aorta morphogenesis,GO:0045636~positive regulation of melanocyte differentiation,GO:0090673~endothelial cell-matrix adhesion,GO:1903671~negative regulation of sprouting angiogenesis,	GO:0005615~extracellular space,GO:0005783~endoplasmic reticulum,GO:0009986~cell surface,GO:0031012~extracellular matrix,GO:0043231~intracellular membrane-bounded organelle,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR012314:Pept_M12B_GON-ADAMTSs,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,	KW-0653~Protein transport,KW-0813~Transport,KW-0931~ER-Golgi transport,	KW-0256~Endoplasmic reticulum,KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DOMAIN:Disintegrin,DOMAIN:GON,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 10,DOMAIN:TSP type-1 11,DOMAIN:TSP type-1 12,DOMAIN:TSP type-1 13,DOMAIN:TSP type-1 14,DOMAIN:TSP type-1 15,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,DOMAIN:TSP type-1 5,DOMAIN:TSP type-1 6,DOMAIN:TSP type-1 7,DOMAIN:TSP type-1 8,DOMAIN:TSP type-1 9,MOTIF:Cysteine switch,MUTAGEN:R->A: No effect on mature form production.,MUTAGEN:R->A: No mature form produced.,REGION:Disordered,REGION:Spacer,SITE:Cleavage,
Q9WUQ1	ADAM metallopeptidase with thrombospondin type 1 motif, 1(Adamts1)	Rattus norvegicus			GO:0001542~ovulation from ovarian follicle,GO:0001822~kidney development,GO:0006508~proteolysis,GO:0010976~positive regulation of neuron projection development,GO:0016525~negative regulation of angiogenesis,GO:0030198~extracellular matrix organization,GO:0060347~heart trabecula formation,GO:0071305~cellular response to vitamin D,GO:0071374~cellular response to parathyroid hormone stimulus,GO:0071380~cellular response to prostaglandin E stimulus,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,GO:1904707~positive regulation of vascular smooth muscle cell proliferation,GO:1904754~positive regulation of vascular associated smooth muscle cell migration,	GO:0005576~extracellular region,GO:0005604~basement membrane,GO:0031012~extracellular matrix,GO:0031410~cytoplasmic vesicle,	GO:0004222~metalloendopeptidase activity,GO:0008201~heparin binding,GO:0008270~zinc ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR010294:ADAMTS_spacer1,IPR013273:ADAMTS/ADAMTS-like,IPR013274:Pept_M12B_ADAM-TS1,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,SM00608:ACR,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0358~Heparin-binding,KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,MOTIF:Cysteine switch,REGION:Disordered,REGION:Spacer,
Q8BLI0	ADAMTS-like 1(Adamtsl1)	Mus musculus			GO:0030198~extracellular matrix organization,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,		IPR000884:TSP1_rpt,IPR003598:Ig_sub2,IPR003599:Ig_sub,IPR007110:Ig-like_dom,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013098:Ig_I-set,IPR013273:ADAMTS/ADAMTS-like,IPR013783:Ig-like_fold,IPR036179:Ig-like_dom_sf,IPR036383:TSP1_rpt_sf,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,SM00408:IGc2,SM00409:IG,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0393~Immunoglobulin domain,KW-0677~Repeat,KW-0732~Signal,			KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,CARBOHYD:O-linked (Fuc...) serine,CARBOHYD:O-linked (Fuc...) threonine,DOMAIN:ADAMTS/ADAMTS-like Spacer 1,DOMAIN:ADAMTS/ADAMTS-like cysteine-rich,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,DOMAIN:Ig-like C2-type 3,DOMAIN:Ig-like C2-type 4,DOMAIN:PLAC,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,DOMAIN:TSP type-1 5,DOMAIN:TSP type-1 6,DOMAIN:TSP type-1 7,DOMAIN:TSP type-1 8,DOMAIN:TSP type-1 9,REGION:Disordered,
P26990	ADP ribosylation factor 6(ARF6)	Gallus gallus			GO:0001889~liver development,GO:0006207~'de novo' pyrimidine nucleobase biosynthetic process,GO:0006541~glutamine metabolic process,GO:0006886~intracellular protein transport,GO:0007399~nervous system development,GO:0010976~positive regulation of neuron projection development,GO:0016192~vesicle-mediated transport,GO:0030154~cell differentiation,GO:0030838~positive regulation of actin filament polymerization,GO:0030866~cortical actin cytoskeleton organization,GO:0032456~endocytic recycling,GO:0034394~protein localization to cell surface,GO:0035020~regulation of Rac protein signal transduction,GO:0036010~protein localization to endosome,GO:0050714~positive regulation of protein secretion,GO:0051489~regulation of filopodium assembly,GO:0051549~positive regulation of keratinocyte migration,GO:0060998~regulation of dendritic spine development,GO:0072659~protein localization to plasma membrane,GO:0090162~establishment of epithelial cell polarity,GO:0097178~ruffle assembly,GO:0097284~hepatocyte apoptotic process,GO:1902217~erythrocyte apoptotic process,GO:1903078~positive regulation of protein localization to plasma membrane,GO:2000009~negative regulation of protein localization to cell surface,	GO:0001726~ruffle,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005938~cell cortex,GO:0030139~endocytic vesicle,GO:0031527~filopodium membrane,GO:0032154~cleavage furrow,GO:0032587~ruffle membrane,GO:0055038~recycling endosome membrane,GO:0090543~Flemming body,	GO:0003924~GTPase activity,GO:0004088~carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,GO:0005525~GTP binding,GO:0019003~GDP binding,GO:0031996~thioesterase binding,GO:0035591~signaling adaptor activity,GO:0046872~metal ion binding,	IPR002474:CarbamoylP_synth_ssu_N,IPR005225:Small_GTP-bd_dom,IPR005479:CbamoylP_synth_lsu-like_ATP-bd,IPR005480:CarbamoylP_synth_lsu_oligo,IPR005483:CbamoylP_synth_lsu_CPSase_dom,IPR006274:CarbamoylP_synth_ssu,IPR006275:CarbamoylP_synth_lsu,IPR006689:Small_GTPase_ARF/SAR,IPR011607:MGS-like_dom,IPR011761:ATP-grasp,IPR013815:ATP_grasp_subdomain_1,IPR016185:PreATP-grasp_dom_sf,IPR017926:GATASE,IPR024156:Small_GTPase_ARF,IPR027417:P-loop_NTPase,IPR029062:Class_I_gatase-like,IPR035686:CPSase_GATase1,IPR036480:CarbP_synth_ssu_N_sf,IPR036897:CarbamoylP_synth_lsu_oligo_sf,IPR036914:MGS-like_dom_sf,IPR041838:Arf6,	gga04144:Endocytosis,gga05132:Salmonella infection,			SM00175:RAB,SM00177:ARF,SM00178:SAR,SM00851:MGS,SM01096:CPSase_L_D3,SM01097:CPSase_sm_chain,	KW-0221~Differentiation,KW-0524~Neurogenesis,KW-0653~Protein transport,KW-0813~Transport,	KW-0472~Membrane,KW-0963~Cytoplasm,KW-0966~Cell projection,KW-0967~Endosome,KW-1003~Cell membrane,			KW-0677~Repeat,	KW-0067~ATP-binding,KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-0436~Ligase,	KW-0449~Lipoprotein,KW-0519~Myristate,	DOMAIN:ATP-grasp,DOMAIN:Carbamoyl-phosphate synthetase large subunit-like ATP-binding,DOMAIN:MGS-like,LIPID:N-myristoyl glycine,LIPID:N6-myristoyl lysine,
